Price,Close,High,Low,Open,Volume
Ticker,GE,GE,GE,GE,GE
Date,,,,,
2024-01-02,99.14962768554688,100.88150347936163,98.5907104621492,99.98407522132179,5189425
2024-01-03,97.66178894042969,98.5749529098665,97.33902875248992,98.49623641925469,4531850
2024-01-04,98.13412475585938,99.00793054027038,97.74839134882008,97.85072279367483,4364199
2024-01-05,99.41728210449219,99.45664035080415,98.18922203930852,98.3230476022465,4190157
2024-01-08,100.98382568359375,101.10191546771934,97.77986892780109,99.36216818350213,6920068
2024-01-09,101.37745666503906,101.37745666503906,99.93685435264545,100.18876221350877,4815028
2024-01-10,102.10167694091797,102.47166702136704,101.16489050352428,101.31445936041283,4571320
2024-01-11,102.20402526855469,102.49529135999862,100.6138466637942,102.43231816205518,5014005
2024-01-12,102.17252349853516,102.96761274141888,101.69232279823882,102.81017223286379,5640380
2024-01-16,100.73979187011719,102.21975972496625,100.16513138668638,101.70807243403105,6314619
2024-01-17,99.8817367553711,101.29872399597095,99.33856282842774,100.30683593774212,5031171
2024-01-18,101.19637298583984,101.29084029573657,99.79513673669938,100.13363268182442,6508082
2024-01-19,102.18827819824219,102.3772053105787,100.32257687036947,101.31446490519927,6154611
2024-01-22,103.30611419677734,104.12481837099774,102.54251909102598,102.5582623890237,10052443
2024-01-23,102.29847717285156,103.81780328722759,99.58259266056824,100.47214169123241,13333800
2024-01-24,102.2827377319336,102.64485618225963,99.54323064345219,102.55038886359252,10785198
2024-01-25,102.2827377319336,104.3058795691954,102.09381062007684,102.84166246902632,6086573
2024-01-26,103.27462768554688,104.1011959839675,102.64485061225916,102.75506122381066,4696495
2024-01-29,103.20378112792969,104.02248534890349,102.09381082641089,103.43994566233602,6126544
2024-01-30,105.43159484863281,105.7071251595955,103.29824988529639,103.50292029928193,7871346
2024-01-31,104.24290466308594,105.85669060146682,104.00674013303241,105.30563752284948,6253472
2024-02-01,106.59666442871094,106.63603019835598,104.28225668756275,104.7230991241536,6190572
2024-02-02,107.48622131347656,108.17109239169818,106.30539872967803,106.6124080861795,6103864
2024-02-05,108.40725708007812,109.13936557809684,106.8643160698372,107.04537904486217,7158013
2024-02-06,108.30492401123047,108.94257275746648,107.51771392827757,108.3836480297167,6026178
