Price,Close,High,Low,Open,Volume
Ticker,SHY,SHY,SHY,SHY,SHY
Date,,,,,
2024-01-02,75.19193267822266,75.21946094434557,75.18275425582003,75.19193267822266,4983500
2024-01-03,75.21028137207031,75.23780963777236,75.13686799614162,75.16440326292853,4336500
2024-01-04,75.16439819335938,75.19192645720473,75.14604135007286,75.16439819335938,2923700
2024-01-05,75.14602661132812,75.26531806495562,75.10014151319592,75.11849835288201,8105400
2024-01-08,75.21028137207031,75.29287317026132,75.17357468410597,75.18275310636827,4654900
2024-01-09,75.22863006591797,75.23780148610172,75.19192338193062,75.20109480211438,5227400
2024-01-10,75.22863006591797,75.27450817008906,75.2194516446501,75.27450817008906,6432200
2024-01-11,75.40299224853516,75.4121706715297,75.2837007539479,75.2837007539479,4904100
2024-01-12,75.55897521972656,75.58651048316577,75.51309711616258,75.54980379966418,6809700
2024-01-16,75.43968200683594,75.54062363386299,75.41215374511653,75.49473853027474,8427200
2024-01-17,75.2928695678711,75.32039783225605,75.2653343024016,75.32039783225605,6717400
2024-01-18,75.32955932617188,75.34791616739916,75.30203106541455,75.33873774678551,4490300
2024-01-19,75.27449798583984,75.30202624483489,75.23779130681872,75.27449798583984,5469300
2024-01-22,75.31121063232422,75.32956047274719,75.29286079190125,75.30203221157088,4607400
2024-01-23,75.30205535888672,75.31123378246144,75.26534866567368,75.28370551282313,3355600
2024-01-24,75.26530456542969,75.39378141693975,75.26530456542969,75.38460299874293,4708300
2024-01-25,75.40299224853516,75.42134909452423,75.34793571273879,75.35711413573333,5493200
2024-01-26,75.35710144042969,75.37545128224197,75.33874459753316,75.37545128224197,4654800
2024-01-29,75.43049621582031,75.43967463585794,75.39379653783615,75.39379653783615,3344700
2024-01-30,75.38462829589844,75.45804166394504,75.33874319059828,75.44886324266818,2345800
2024-01-31,75.52227783203125,75.60486262160612,75.44886446279743,75.4947425677554,7413100
2024-02-01,75.63456726074219,75.70819714452678,75.57014286786371,75.63456726074219,8288100
2024-02-02,75.39527130126953,75.44129173263474,75.3492578916363,75.40447679188897,8260700
2024-02-05,75.24801635742188,75.32163921502641,75.24801635742188,75.3124407464082,5968500
2024-02-06,75.36766815185547,75.39527760428994,75.28483979455206,75.28483979455206,3603400
2024-02-07,75.34003448486328,75.42286281554539,75.33082899643294,75.34923997329362,3044100
2024-02-08,75.3216323852539,75.35844732158387,75.31243391746976,75.34004336428445,2233400
2024-02-09,75.29400634765625,75.30321183514313,75.27560239441209,75.27560239441209,2523900
2024-02-12,75.30323791503906,75.33084736533213,75.29403242436403,75.3216418746571,2730500
2024-02-13,75.06390380859375,75.16514308619898,75.05470534461381,75.14673913651086,5284900
2024-02-14,75.17437744140625,75.2019868874055,75.10995306016436,75.11915854940774,5431500
2024-02-15,75.24801635742188,75.28483129709002,75.21120141775371,75.26642031639007,3772500
2024-02-16,75.1559829711914,75.1559829711914,75.1007570504911,75.10996254089645,7850200
2024-02-20,75.20198059082031,75.2571994781954,75.20198059082031,75.22959003450785,6172800
